,birth_country,year,destination,population
1201,Aruba,1996,South Australia,0
1202,Bahamas,1996,South Australia,0
1203,Barbados,1996,South Australia,0
1204,Cayman Islands,1996,South Australia,0
1205,Cuba,1996,South Australia,0
1206,Dominica,1996,South Australia,0
1207,Dominican Rep,1996,South Australia,0
1208,Grenada,1996,South Australia,0
1209,Guadeloupe,1996,South Australia,0
1210,Haiti,1996,South Australia,0
1211,Jamaica,1996,South Australia,0
1212,Martinique,1996,South Australia,0
1213,Montserrat,1996,South Australia,0
1214,Puerto Rico,1996,South Australia,0
1215,St Kitts/Nevis,1996,South Australia,0
1216,St Lucia,1996,South Australia,0
1217,St Vinc/Grenad,1996,South Australia,0
1218,Trinidad/Tobago,1996,South Australia,0
1219,Turks/Caicos Is,1996,South Australia,0
1220,"Virgin Is, Brit",1996,South Australia,0
1221,"Virgin Is, US",1996,South Australia,0
1222,St Barthelemy,1996,South Australia,0
1223,St Martin (Fr),1996,South Australia,0
1224,Bonaire/SE/Saba,1996,South Australia,0
1225,Curacao,1996,South Australia,0
1226,Sint Maarten Dp,1996,South Australia,0
1227,Benin,1996,South Australia,0
1228,Burkina Faso,1996,South Australia,0
1229,Cameroon,1996,South Australia,0
1230,Cabo Verde,1996,South Australia,0
1231,Cent Africa Rep,1996,South Australia,0
1232,Chad,1996,South Australia,0
1233,"Congo, Rep",1996,South Australia,0
1234,"Congo, Dem Rep",1996,South Australia,0
1235,Cote d'Ivoire,1996,South Australia,0
1236,Equator Guinea,1996,South Australia,0
1237,Gabon,1996,South Australia,0
1238,Gambia,1996,South Australia,0
1239,Ghana,1996,South Australia,0
1240,Guinea,1996,South Australia,0
1241,Guinea-Bissau,1996,South Australia,0
1242,Liberia,1996,South Australia,0
1243,Mali,1996,South Australia,0
1244,Mauritania,1996,South Australia,0
1245,Niger,1996,South Australia,0
1246,Nigeria,1996,South Australia,0
1247,Sao Tome/Princ,1996,South Australia,0
1248,Senegal,1996,South Australia,0
1249,Sierra Leone,1996,South Australia,0
1250,Togo,1996,South Australia,0
1251,Angola,1996,South Australia,0
1252,Botswana,1996,South Australia,0
1253,Burundi,1996,South Australia,0
1254,Comoros,1996,South Australia,0
1255,Djibouti,1996,South Australia,0
1256,Eritrea,1996,South Australia,0
1257,Ethiopia,1996,South Australia,0
1258,Kenya,1996,South Australia,0
1259,Lesotho,1996,South Australia,0
1260,Madagascar,1996,South Australia,0
1261,Malawi,1996,South Australia,0
1262,Mauritius,1996,South Australia,120
1263,Mayotte,1996,South Australia,0
1264,Mozambique,1996,South Australia,0
1265,Namibia,1996,South Australia,0
1266,Reunion,1996,South Australia,0
1267,Rwanda,1996,South Australia,0
1268,St Helena,1996,South Australia,0
1269,Seychelles,1996,South Australia,0
1270,Somalia,1996,South Australia,0
1271,South Africa,1996,South Australia,2380
1272,Eswatini,1996,South Australia,0
1273,Tanzania,1996,South Australia,0
1274,Uganda,1996,South Australia,0
1275,Zambia,1996,South Australia,0
1276,Zimbabwe,1996,South Australia,0
1277,"S & E Afr, nec",1996,South Australia,0
1278,Inadequately described,1996,South Australia,147040
1280,Norfolk Island,1996,Western Australia,0
1281,"Aust E T, nec",1996,Western Australia,0
1282,New Zealand,1996,Western Australia,45510
1283,New Caledonia,1996,Western Australia,0
1284,PNG,1996,Western Australia,1320
1285,Solomon Islands,1996,Western Australia,0
1286,Vanuatu,1996,Western Australia,0
1287,Guam,1996,Western Australia,0
1288,Kiribati,1996,Western Australia,0
1289,Marshall Is,1996,Western Australia,0
1290,"Micronesia, F S",1996,Western Australia,0
1291,Nauru,1996,Western Australia,0
1292,N Mariana Is,1996,Western Australia,0
1293,Palau,1996,Western Australia,0
1294,Cook Islands,1996,Western Australia,0
1295,Fiji,1996,Western Australia,720
1296,French Poly,1996,Western Australia,0
1297,Niue,1996,Western Australia,0
1298,Samoa,1996,Western Australia,0
1299,Samoa American,1996,Western Australia,0
1300,Tokelau,1996,Western Australia,0
1301,Tonga,1996,Western Australia,0
1302,Tuvalu,1996,Western Australia,0
1303,Wallis/Futuna,1996,Western Australia,0
1304,Pitcairn Is,1996,Western Australia,0
1305,"Polynesia, nec",1996,Western Australia,0
1306,Adelie Land,1996,Western Australia,0
1307,Argentinian A T,1996,Western Australia,0
1308,Australian A T,1996,Western Australia,0
1309,British A T,1996,Western Australia,0
1310,Chilean A T,1996,Western Australia,0
1311,Queen Maud Land,1996,Western Australia,0
1312,Ross Dependency,1996,Western Australia,0
1313,England,1996,Western Australia,0
1314,Isle of Man,1996,Western Australia,0
1315,N'thern Ireland,1996,Western Australia,0
1316,Scotland,1996,Western Australia,0
1317,Wales,1996,Western Australia,0
1318,Guernsey,1996,Western Australia,0
1319,Jersey,1996,Western Australia,0
1320,Ireland,1996,Western Australia,10770
1321,Austria,1996,Western Australia,1910
1322,Belgium,1996,Western Australia,0
1323,France,1996,Western Australia,1770
1324,Germany,1996,Western Australia,12320
1325,Liechtenstein,1996,Western Australia,0
1326,Luxembourg,1996,Western Australia,0
1327,Monaco,1996,Western Australia,0
1328,Netherlands,1996,Western Australia,13540
1329,Switzerland,1996,Western Australia,1650
1330,Denmark,1996,Western Australia,1350
1331,Faroe Islands,1996,Western Australia,0
1332,Finland,1996,Western Australia,650
1333,Greenland,1996,Western Australia,0
1334,Iceland,1996,Western Australia,0
1335,Norway,1996,Western Australia,0
1336,Sweden,1996,Western Australia,0
1337,Aland Islands,1996,Western Australia,0
1338,Andorra,1996,Western Australia,0
1339,Gibraltar,1996,Western Australia,0
1340,Holy See,1996,Western Australia,0
1341,Italy,1996,Western Australia,29770
1342,Malta,1996,Western Australia,1360
1343,Portugal,1996,Western Australia,3170
1344,San Marino,1996,Western Australia,0
1345,Spain,1996,Western Australia,1300
1346,Albania,1996,Western Australia,0
1347,Bosnia/Herzegov,1996,Western Australia,0
1348,Bulgaria,1996,Western Australia,0
1349,Croatia,1996,Western Australia,0
1350,Cyprus,1996,Western Australia,520
1351,North Macedonia,1996,Western Australia,0
1352,Greece,1996,Western Australia,4280
1353,Moldova,1996,Western Australia,0
1354,Romania,1996,Western Australia,1410
1355,Slovenia,1996,Western Australia,0
1356,Montenegro,1996,Western Australia,0
1357,Serbia,1996,Western Australia,0
1358,Kosovo,1996,Western Australia,0
1359,Belarus,1996,Western Australia,0
1360,Czechia,1996,Western Australia,0
1361,Estonia,1996,Western Australia,190
1362,Hungary,1996,Western Australia,1760
1363,Latvia,1996,Western Australia,840
1364,Lithuania,1996,Western Australia,350
1365,Poland,1996,Western Australia,8610
1366,Russia,1996,Western Australia,0
1367,Slovakia,1996,Western Australia,0
1368,Ukraine,1996,Western Australia,940
1369,Algeria,1996,Western Australia,0
1370,Egypt,1996,Western Australia,1960
1371,Libya,1996,Western Australia,0
1372,Morocco,1996,Western Australia,0
1373,Sudan,1996,Western Australia,0
1374,Tunisia,1996,Western Australia,0
1375,Western Sahara,1996,Western Australia,0
1376,Sp North Africa,1996,Western Australia,0
1377,South Sudan,1996,Western Australia,0
1378,Bahrain,1996,Western Australia,0
1379,Gaza Str/W Bank,1996,Western Australia,0
1380,Iran,1996,Western Australia,1880
1381,Iraq,1996,Western Australia,0
1382,Israel,1996,Western Australia,670
1383,Jordan,1996,Western Australia,0
1384,Kuwait,1996,Western Australia,0
1385,Lebanon,1996,Western Australia,1010
1386,Oman,1996,Western Australia,0
1387,Qatar,1996,Western Australia,0
1388,Saudi Arabia,1996,Western Australia,0
1389,Syria,1996,Western Australia,0
1390,Turkey,1996,Western Australia,830
1391,Unit Arab Emir,1996,Western Australia,0
1392,Yemen,1996,Western Australia,0
1393,Myanmar,1996,Western Australia,6710
1394,Cambodia,1996,Western Australia,780
1395,Laos,1996,Western Australia,130
1396,Thailand,1996,Western Australia,2540
1397,Vietnam,1996,Western Australia,11540
1398,Brunei,1996,Western Australia,0
1399,Indonesia,1996,Western Australia,7140
1400,Malaysia,1996,Western Australia,0
1401,Philippines,1996,Western Australia,5860
1402,Singapore,1996,Western Australia,10630
1403,Timor-Leste,1996,Western Australia,0
1404,China,1996,Western Australia,5400
1405,Hong Kong,1996,Western Australia,0
1406,Macau,1996,Western Australia,0
1407,Mongolia,1996,Western Australia,0
1408,Taiwan,1996,Western Australia,0
1409,Japan,1996,Western Australia,2180
1410,"Korea, North",1996,Western Australia,0
1411,"Korea, South",1996,Western Australia,1360
1412,Bangladesh,1996,Western Australia,0
1413,Bhutan,1996,Western Australia,0
1414,India,1996,Western Australia,14480
1415,Maldives,1996,Western Australia,0
1416,Nepal,1996,Western Australia,0
1417,Pakistan,1996,Western Australia,0
1418,Sri Lanka,1996,Western Australia,3430
1419,Afghanistan,1996,Western Australia,0
1420,Armenia,1996,Western Australia,0
1421,Azerbaijan,1996,Western Australia,0
1422,Georgia,1996,Western Australia,0
1423,Kazakhstan,1996,Western Australia,0
1424,Kyrgyzstan,1996,Western Australia,0
1425,Tajikistan,1996,Western Australia,0
1426,Turkmenistan,1996,Western Australia,0
1427,Uzbekistan,1996,Western Australia,0
1428,Bermuda,1996,Western Australia,0
1429,Canada,1996,Western Australia,3970
1430,St Pierre/Mique,1996,Western Australia,0
1431,USA,1996,Western Australia,6890
1432,Argentina,1996,Western Australia,610
1433,Bolivia,1996,Western Australia,0
1434,Brazil,1996,Western Australia,0
1435,Chile,1996,Western Australia,1440
1436,Colombia,1996,Western Australia,0
1437,Ecuador,1996,Western Australia,0
1438,Falkland Is,1996,Western Australia,0
1439,French Guiana,1996,Western Australia,0
1440,Guyana,1996,Western Australia,0
1441,Paraguay,1996,Western Australia,0
1442,Peru,1996,Western Australia,0
1443,Suriname,1996,Western Australia,0
1444,Uruguay,1996,Western Australia,200
1445,Venezuela,1996,Western Australia,0
1446,"S America, nec",1996,Western Australia,0
1447,Belize,1996,Western Australia,0
1448,Costa Rica,1996,Western Australia,0
1449,El Salvador,1996,Western Australia,0
1450,Guatemala,1996,Western Australia,0
1451,Honduras,1996,Western Australia,0
1452,Mexico,1996,Western Australia,0
1453,Nicaragua,1996,Western Australia,0
1454,Panama,1996,Western Australia,0
1455,Anguilla,1996,Western Australia,0
1456,Antigua/Barbuda,1996,Western Australia,0
1457,Aruba,1996,Western Australia,0
1458,Bahamas,1996,Western Australia,0
1459,Barbados,1996,Western Australia,0
1460,Cayman Islands,1996,Western Australia,0
1461,Cuba,1996,Western Australia,0
1462,Dominica,1996,Western Australia,0
1463,Dominican Rep,1996,Western Australia,0
1464,Grenada,1996,Western Australia,0
1465,Guadeloupe,1996,Western Australia,0
1466,Haiti,1996,Western Australia,0
1467,Jamaica,1996,Western Australia,0
1468,Martinique,1996,Western Australia,0
1469,Montserrat,1996,Western Australia,0
1470,Puerto Rico,1996,Western Australia,0
1471,St Kitts/Nevis,1996,Western Australia,0
1472,St Lucia,1996,Western Australia,0
1473,St Vinc/Grenad,1996,Western Australia,0
1474,Trinidad/Tobago,1996,Western Australia,0
1475,Turks/Caicos Is,1996,Western Australia,0
1476,"Virgin Is, Brit",1996,Western Australia,0
1477,"Virgin Is, US",1996,Western Australia,0
1478,St Barthelemy,1996,Western Australia,0
1479,St Martin (Fr),1996,Western Australia,0
1480,Bonaire/SE/Saba,1996,Western Australia,0
1481,Curacao,1996,Western Australia,0
1482,Sint Maarten Dp,1996,Western Australia,0
1483,Benin,1996,Western Australia,0
1484,Burkina Faso,1996,Western Australia,0
1485,Cameroon,1996,Western Australia,0
1486,Cabo Verde,1996,Western Australia,0
1487,Cent Africa Rep,1996,Western Australia,0
1488,Chad,1996,Western Australia,0
1489,"Congo, Rep",1996,Western Australia,0
1490,"Congo, Dem Rep",1996,Western Australia,0
1491,Cote d'Ivoire,1996,Western Australia,0
1492,Equator Guinea,1996,Western Australia,0
1493,Gabon,1996,Western Australia,0
1494,Gambia,1996,Western Australia,0
1495,Ghana,1996,Western Australia,0
1496,Guinea,1996,Western Australia,0
1497,Guinea-Bissau,1996,Western Australia,0
1498,Liberia,1996,Western Australia,0
1499,Mali,1996,Western Australia,0
1500,Mauritania,1996,Western Australia,0
1501,Niger,1996,Western Australia,0
1502,Nigeria,1996,Western Australia,0
1503,Sao Tome/Princ,1996,Western Australia,0
1504,Senegal,1996,Western Australia,0
1505,Sierra Leone,1996,Western Australia,0
1506,Togo,1996,Western Australia,0
1507,Angola,1996,Western Australia,0
1508,Botswana,1996,Western Australia,0
1509,Burundi,1996,Western Australia,0
1510,Comoros,1996,Western Australia,0
1511,Djibouti,1996,Western Australia,0
1512,Eritrea,1996,Western Australia,0
1513,Ethiopia,1996,Western Australia,0
1514,Kenya,1996,Western Australia,0
1515,Lesotho,1996,Western Australia,0
1516,Madagascar,1996,Western Australia,0
1517,Malawi,1996,Western Australia,0
